vid,uid,s_min,s_sec,a_obj,split,label
gdjRxuFIbn0,gdjRxuFIbn0_227000_237000,3,47,flute_drum_handpan,train,v2
gdjRxuFIbn0,gdjRxuFIbn0_256000_266000,4,16,flute_drum_handpan,train,v2
gEP6K0e6ahI,gEP6K0e6ahI_20000_30000,0,20,tuba_trumpet_trombone,train,v2
GG-PF_JxeW4,GG-PF_JxeW4_935000_945000,15,35,woman_piano_guitar,train,v2
GG-PF_JxeW4,GG-PF_JxeW4_1210000_1220000,20,10,woman_piano_guitar,train,v2
GG-PF_JxeW4,GG-PF_JxeW4_1640000_1650000,27,20,woman_piano_guitar,train,v2
GG-PF_JxeW4,GG-PF_JxeW4_2150000_2160000,35,50,flute_guitar,train,v2
GG-PF_JxeW4,GG-PF_JxeW4_2590000_2600000,43,10,piano_guitar,train,v2
gguIMtLyPVg,gguIMtLyPVg_40000_50000,0,40,woman_guitar_man,train,v2
gguIMtLyPVg,gguIMtLyPVg_78000_88000,1,18,woman_guitar,train,v2
GIQgFyZFBh4,GIQgFyZFBh4_10000_20000,0,10,cello_violin,train,v2
GJqSBf6p8qg_0,GJqSBf6p8qg_0,0,0,violin_guitar,test,v1m
gkXu6uOmgCo,gkXu6uOmgCo_0_10000,0,0,man_hair-dryer,train,v2
gL8zlvF6e5c_0,gL8zlvF6e5c_0,0,0,violin_guitar,train,v1m
gL8zlvF6e5c_1,gL8zlvF6e5c_1,0,0,violin_guitar,train,v1m
GLOh9CDp7dE_1,GLOh9CDp7dE_1,0,0,man_woman,train,v1m
gmGm774wJCw,gmGm774wJCw_60000_70000,1,0,erhu_violin,train,v2
gmGm774wJCw,gmGm774wJCw_120000_130000,2,0,erhu_violin,train,v2
gmGm774wJCw,gmGm774wJCw_340000_350000,5,40,erhu_violin,train,v2
gMJKOpWVQK4,gMJKOpWVQK4_35000_45000,0,35,woman_guitar,train,v2
gMJKOpWVQK4,gMJKOpWVQK4_64000_74000,1,4,woman_guitar,train,v2
gMJKOpWVQK4,gMJKOpWVQK4_92000_102000,1,32,woman_guitar,train,v2
gMJKOpWVQK4,gMJKOpWVQK4_111000_121000,1,51,woman_guitar,train,v2
GMo5vI-5ltE_0,GMo5vI-5ltE_0,0,0,ukulele_man,train,v1m
GMo5vI-5ltE_1,GMo5vI-5ltE_1,0,0,ukulele_violin,train,v1m
GnmiVxAnxLM,GnmiVxAnxLM_374000_384000,6,14,woman_hair-dryer,train,v2
goGihyH5orQ,goGihyH5orQ_30000_40000,0,30,guitar_man,train,v2
goGihyH5orQ,goGihyH5orQ_78000_88000,1,18,guitar_man,train,v2
goGihyH5orQ,goGihyH5orQ_120000_130000,2,0,guitar_man,train,v2
GoHbev-x4js,GoHbev-x4js_40000_50000,0,40,woman_piano,train,v2
gQ9CRQFXF7k,gQ9CRQFXF7k_0_10000,0,0,tuba_trumpet,train,v2
GQjxlpc-Uj4,GQjxlpc-Uj4_1000_11000,0,1,trumpet_trombone,train,v2
GQjxlpc-Uj4,GQjxlpc-Uj4_25000_35000,0,25,trumpet_trombone,train,v2
gQuZwiy8SVQ,gQuZwiy8SVQ_0_10000,0,0,drum_man,train,v2
gsAoNfN9Pvk_0,gsAoNfN9Pvk_0,0,0,piano_violin,val,v1m
gsAoNfN9Pvk_1,gsAoNfN9Pvk_1,0,0,violin_piano,train,v1m
gsAoNfN9Pvk_2,gsAoNfN9Pvk_2,0,0,violin_piano,test,v1m
GTMj6EZjRAg,GTMj6EZjRAg_120000_130000,2,0,frying-food_man,train,v2
gUIxoSCMPHo,gUIxoSCMPHo_65000_75000,1,5,woman_piano,train,v2
guYuFSrxla4,guYuFSrxla4_26000_36000,0,26,woman_guitar,test,v2
guYuFSrxla4,guYuFSrxla4_70000_80000,1,10,woman_guitar,test,v2
guYuFSrxla4,guYuFSrxla4_105000_115000,1,45,woman_guitar,test,v2
GXEB9KKgjbo,GXEB9KKgjbo_0_10000,0,0,woman_guitar,train,v2
gYZfIvd25_8,gYZfIvd25_8_216000_226000,3,36,man_gun,val,v2
GzdQGUF55mU,GzdQGUF55mU_86000_96000,1,26,piano_erhu,train,v2
gZiZXCyy1Fc,gZiZXCyy1Fc_5000_15000,0,5,girl_donkey,train,v2
gZWEeS774to,gZWEeS774to_50000_60000,0,50,car_man,train,v2
gzX-HVsKVyk,gzX-HVsKVyk_10000_20000,0,10,guitar_man,train,v2
gzX-HVsKVyk,gzX-HVsKVyk_60000_70000,1,0,drum_guitar_man,train,v2
gzX-HVsKVyk,gzX-HVsKVyk_130000_140000,2,10,drum_guitar_man,train,v2
H__FPOEFles,H__FPOEFles_40000_50000,0,40,guitar_ukulele,test,v2
H__FPOEFles,H__FPOEFles_65000_75000,1,5,girl_guitar_ukulele,test,v2
H__FPOEFles,H__FPOEFles_95000_105000,1,35,girl_guitar_ukulele,test,v2
H__FPOEFles,H__FPOEFles_110000_120000,1,50,girl_guitar_ukulele,test,v2
H__FPOEFles,H__FPOEFles_125000_135000,2,5,girl_guitar_ukulele,test,v2
H__FPOEFles,H__FPOEFles_140000_150000,2,20,girl_guitar_ukulele,test,v2
H4JWhryyb9g,H4JWhryyb9g_35000_45000,0,35,man_ukulele,train,v2
H9qM4-asG54,H9qM4-asG54_13000_23000,0,13,donkey_man,val,v2
HAIisN4LbOs,HAIisN4LbOs_9000_19000,0,9,piano_clarinet,train,v2
HAIisN4LbOs,HAIisN4LbOs_41000_51000,0,41,piano_clarinet,train,v2
HAIisN4LbOs,HAIisN4LbOs_91000_101000,1,31,piano_clarinet,train,v2
hDp2IhXUUq4,hDp2IhXUUq4_0_10000,0,0,accordion_man_tabla,val,v2
hE0XqlO1oDs,hE0XqlO1oDs_114000_124000,1,54,woman_man,train,v2
hE0XqlO1oDs,hE0XqlO1oDs_170000_180000,2,50,woman_man,train,v2
hE0XqlO1oDs,hE0XqlO1oDs_375000_385000,6,15,girl_woman,train,v2
hE0XqlO1oDs,hE0XqlO1oDs_395000_405000,6,35,woman_man_girl,train,v2
hFaYsjeVv-k,hFaYsjeVv-k_8000_18000,0,8,flute_piano,test,v2
hFaYsjeVv-k,hFaYsjeVv-k_120000_130000,2,0,flute_piano,test,v2
hFaYsjeVv-k,hFaYsjeVv-k_180000_190000,3,0,flute_piano,test,v2
hfFPtPYAiu0_4,hfFPtPYAiu0_4,0,0,woman_guitar,train,v1m
hgYWVO_8gTY,hgYWVO_8gTY_235000_245000,3,55,car_man,train,v2
hhzdSq1r0oY,hhzdSq1r0oY_30000_40000,0,30,girl_guitar,train,v2
hhzdSq1r0oY,hhzdSq1r0oY_105000_115000,1,45,girl_guitar,train,v2
hIPJTkKXarw,hIPJTkKXarw_15000_25000,0,15,guitar_man,val,v2
HJ9TX5h2c04,HJ9TX5h2c04_0_10000,0,0,tabla_man,test,v2
HJ9TX5h2c04_0,HJ9TX5h2c04_0,0,0,tabla_man,train,v1m
HjISGLzmUUY,HjISGLzmUUY_5000_15000,0,5,guitar_man,train,v2
HjISGLzmUUY,HjISGLzmUUY_30000_40000,0,30,guitar_man,train,v2
HkCmMtDbeQg,HkCmMtDbeQg_205000_215000,3,25,piano_bassoon,val,v2
HkCmMtDbeQg,HkCmMtDbeQg_405000_415000,6,45,piano_bassoon,val,v2
hKf_flXQBq0,hKf_flXQBq0_170000_180000,2,50,saw_man,train,v2
hKf_flXQBq0,hKf_flXQBq0_245000_255000,4,5,saw_man,train,v2
HoW3fYcshBQ,HoW3fYcshBQ_26000_36000,0,26,piano_trombone,train,v2
HoW3fYcshBQ,HoW3fYcshBQ_210000_220000,3,30,piano_trombone,train,v2
HoW3fYcshBQ,HoW3fYcshBQ_278000_288000,4,38,piano_trombone,train,v2
hpvawJIOY58,hpvawJIOY58_60000_70000,1,0,flute_piano,train,v2
hpvawJIOY58,hpvawJIOY58_140000_150000,2,20,flute_piano,train,v2
Hq1Y9-bkeOk,Hq1Y9-bkeOk_10000_20000,0,10,harmonica_guitar,train,v2
Hq1Y9-bkeOk,Hq1Y9-bkeOk_60000_70000,1,0,harmonica_guitar,train,v2
Hq1Y9-bkeOk,Hq1Y9-bkeOk_110000_120000,1,50,harmonica_guitar,train,v2
hrmDrHRoLXc_0,hrmDrHRoLXc_0,0,0,guitar_violin,val,v1m
hRr_7qV54ks,hRr_7qV54ks_5000_15000,0,5,woman_piano,train,v2
hRr_7qV54ks,hRr_7qV54ks_150000_160000,2,30,woman_piano,train,v2
HTCdCjA3r8w,HTCdCjA3r8w_315000_325000,5,15,axe_saw,train,v2
HTCdCjA3r8w,HTCdCjA3r8w_966000_976000,16,6,axe_boy_man,train,v2
hTkokLmh1LE,hTkokLmh1LE_72000_82000,1,12,man_ukulele,test,v2
hTkokLmh1LE,hTkokLmh1LE_380000_390000,6,20,man_ukulele,test,v2
HtsvslSafoA,HtsvslSafoA_468000_478000,7,48,woman_boat,train,v2
HtsvslSafoA,HtsvslSafoA_541000_551000,9,1,woman_boat,train,v2
htvZPH2ndnU,htvZPH2ndnU_50000_60000,0,50,guitar_man,train,v2
htvZPH2ndnU,htvZPH2ndnU_202000_212000,3,22,woman_guitar_man,train,v2
hU2Jdzw4wGo,hU2Jdzw4wGo_100000_110000,1,40,woman_piano,test,v2
HUiCs9w7sl4,HUiCs9w7sl4_152000_162000,2,32,piano_trumpet,train,v2
HWLF7BRTiE4,HWLF7BRTiE4_20000_30000,0,20,woman_guitar,train,v2
HWLF7BRTiE4,HWLF7BRTiE4_40000_50000,0,40,woman_guitar,train,v2
Hynrh8SAjYI,Hynrh8SAjYI_8000_18000,0,8,drum_cello_marimba,test,v2
I_kxmHFX40w_1,I_kxmHFX40w_1,0,0,guitar_woman,train,v1m
I_kxmHFX40w_2,I_kxmHFX40w_2,0,0,guitar_woman,train,v1m
I0nWlEHJEZs,I0nWlEHJEZs_240000_250000,4,0,piano_cello,train,v2
I0nWlEHJEZs,I0nWlEHJEZs_480000_490000,8,0,piano_cello,train,v2
i0w3CPQB9EE,i0w3CPQB9EE_0_10000,0,0,tuba_trumpet_man,train,v2
i0w3CPQB9EE,i0w3CPQB9EE_103000_113000,1,43,tuba_trumpet,train,v2
I8sX3K4hvsI,I8sX3K4hvsI_0_10000,0,0,dog_hen,train,v2
I9mPVQt9SoQ,I9mPVQt9SoQ_20000_30000,0,20,woman_ukulele,train,v2
I9mPVQt9SoQ,I9mPVQt9SoQ_95000_105000,1,35,woman_ukulele,train,v2
I9mPVQt9SoQ,I9mPVQt9SoQ_126000_136000,2,6,woman_ukulele,train,v2
idFUEGlGU8Y,idFUEGlGU8Y_50000_60000,0,50,tuba_trumpet_trombone,val,v2
IE0IRCfY3do,IE0IRCfY3do_40000_50000,0,40,guitar_man,train,v2
IE0IRCfY3do,IE0IRCfY3do_100000_110000,1,40,guitar_man,train,v2
iEFABSwZXig,iEFABSwZXig_225000_235000,3,45,woman_hair-dryer,train,v2
iEFABSwZXig,iEFABSwZXig_285000_295000,4,45,woman_hair-dryer,train,v2
IFOpgcTCWo8,IFOpgcTCWo8_45000_55000,0,45,girl_guitar,train,v2
IFOpgcTCWo8,IFOpgcTCWo8_100000_110000,1,40,girl_guitar,train,v2
IguMXMwDq6k_2,IguMXMwDq6k_2,0,0,man_dog_woman,val,v1m
IguMXMwDq6k_3,IguMXMwDq6k_3,0,0,dog_woman,train,v1m
IguMXMwDq6k_6,IguMXMwDq6k_6,0,0,dog_woman,train,v1m
igZPDYrWGuQ,igZPDYrWGuQ_23000_33000,0,23,woman_guitar,train,v2
igZPDYrWGuQ,igZPDYrWGuQ_165000_175000,2,45,woman_guitar,train,v2
ij_xlO3j90U,ij_xlO3j90U_0_10000,0,0,flute_guitar,train,v2
ij_xlO3j90U,ij_xlO3j90U_15000_25000,0,15,flute_guitar,train,v2
ij_xlO3j90U,ij_xlO3j90U_70000_80000,1,10,flute_guitar,train,v2
ij_xlO3j90U,ij_xlO3j90U_120000_130000,2,0,flute_guitar,train,v2
ILjUrcYX5Ns_1,ILjUrcYX5Ns_1,0,0,violin_piano,train,v1m
IMkClC0IVUc,IMkClC0IVUc_1000_11000,0,1,cello_violin,train,v2
IMkClC0IVUc,IMkClC0IVUc_5000_15000,0,5,cello_violin,train,v2
ImtOOKYZtuk,ImtOOKYZtuk_189000_199000,3,9,man_motorcycle,train,v2
Io0fl6aRqi0,Io0fl6aRqi0_420000_430000,7,0,woman_man,test,v2
Io0fl6aRqi0,Io0fl6aRqi0_430000_440000,7,10,woman_man,test,v2
iraIcpDRLK0,iraIcpDRLK0_358000_368000,5,58,woman_guitar,train,v2
iraIcpDRLK0,iraIcpDRLK0_610000_620000,10,10,woman_guitar_man,train,v2
iraIcpDRLK0,iraIcpDRLK0_622000_632000,10,22,woman_guitar_man,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_16000_26000,0,16,piano_clarinet,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_42000_52000,0,42,piano_clarinet,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_248000_258000,4,8,piano_bassoon,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_323000_333000,5,23,piano_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_367000_377000,6,7,piano_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_415000_425000,6,55,flute_piano,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_460000_470000,7,40,flute_piano,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_501000_511000,8,21,flute_piano,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_645000_655000,10,45,piano_clarinet,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_681000_691000,11,21,piano_clarinet,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_780000_790000,13,0,piano_clarinet,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_888000_898000,14,48,piano_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_945000_955000,15,45,piano_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_986000_996000,16,26,piano_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1065000_1075000,17,45,flute_piano,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1115000_1125000,18,35,flute_piano,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1168000_1178000,19,28,drum_marimba,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1195000_1205000,19,55,drum_marimba,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1243000_1253000,20,43,drum_marimba,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1335000_1345000,22,15,piano_bassoon,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1376000_1386000,22,56,piano_bassoon,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1465000_1475000,24,25,piano_bassoon,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1500000_1510000,25,0,piano_bassoon,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1530000_1540000,25,30,piano_bassoon,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1652000_1662000,27,32,piano_saxophone_violin,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1675000_1685000,27,55,piano_saxophone_violin,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1831000_1841000,30,31,piano_violin_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1860000_1870000,31,0,piano_violin_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1880000_1890000,31,20,piano_saxophone_violin,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1895000_1905000,31,35,piano_violin_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1927000_1937000,32,7,piano_saxophone,train,v2
iSBtK1T10Ew,iSBtK1T10Ew_1990000_2000000,33,10,piano_violin_saxophone,train,v2
iSbZfJc1hFs,iSbZfJc1hFs_20000_30000,0,20,tabla_ukulele,train,v2
iSbZfJc1hFs,iSbZfJc1hFs_65000_75000,1,5,tabla_ukulele,train,v2
iSbZfJc1hFs,iSbZfJc1hFs_90000_100000,1,30,tabla_ukulele,train,v2
iSbZfJc1hFs,iSbZfJc1hFs_133000_143000,2,13,tabla_ukulele,train,v2
iSbZfJc1hFs,iSbZfJc1hFs_150000_160000,2,30,tabla_ukulele,train,v2
iSbZfJc1hFs,iSbZfJc1hFs_170000_180000,2,50,tabla_ukulele,train,v2
iSbZfJc1hFs_0,iSbZfJc1hFs_0,0,0,ukulele_tabla_man,train,v1m
it4E6EubeD4,it4E6EubeD4_60000_70000,1,0,piano_guitar,test,v2
it4E6EubeD4,it4E6EubeD4_125000_135000,2,5,piano_guitar,test,v2
iTHTVSaUllA,iTHTVSaUllA_538000_548000,8,58,girl_dog_woman,test,v2
IXKB5BPtqZ4,IXKB5BPtqZ4_25000_35000,0,25,woman_guitar_man,train,v2
IXKB5BPtqZ4,IXKB5BPtqZ4_70000_80000,1,10,woman_guitar_man,train,v2
J_r9nOIoozw,J_r9nOIoozw_50000_60000,0,50,girl_guitar,train,v2
J_r9nOIoozw,J_r9nOIoozw_133000_143000,2,13,girl_guitar_man,train,v2
j1PPhlOpAx0_0,j1PPhlOpAx0_0,0,0,baby_man,train,v1m
j2WS4QifkXE,j2WS4QifkXE_90000_100000,1,30,piano_cello,train,v2
j2WS4QifkXE,j2WS4QifkXE_960000_970000,16,0,piano_cello,train,v2
j2WS4QifkXE,j2WS4QifkXE_1385000_1395000,23,5,piano_cello,train,v2
j6zLQDeEOxY,j6zLQDeEOxY_10000_20000,0,10,girl_guitar,test,v2
j6zLQDeEOxY,j6zLQDeEOxY_40000_50000,0,40,girl_guitar,test,v2
j6zLQDeEOxY,j6zLQDeEOxY_50000_60000,0,50,girl_guitar,test,v2
j6zLQDeEOxY,j6zLQDeEOxY_96000_106000,1,36,girl_guitar,test,v2
j6zLQDeEOxY,j6zLQDeEOxY_111000_121000,1,51,girl_guitar,test,v2
j7sGi8hGtOQ,j7sGi8hGtOQ_30000_40000,0,30,girl_guitar,train,v2
j7sGi8hGtOQ,j7sGi8hGtOQ_90000_100000,1,30,girl_guitar,train,v2
J91Pyz2NvnA,J91Pyz2NvnA_860000_870000,14,20,flute_pipa_violin,test,v2
J9PgTYp6XKo,J9PgTYp6XKo_181000_191000,3,1,woman_handpan,train,v2
J9PgTYp6XKo,J9PgTYp6XKo_230000_240000,3,50,woman_handpan,train,v2
JD3169wQ7sw,JD3169wQ7sw_15000_25000,0,15,piano_cello_violin,val,v2
jFOixkgV4c4,jFOixkgV4c4_65000_75000,1,5,woman_piano,test,v2
jj1UxRTBaNw,jj1UxRTBaNw_158000_168000,2,38,piano_guzheng,test,v2
jj1UxRTBaNw,jj1UxRTBaNw_210000_220000,3,30,piano_guzheng,test,v2
jj1UxRTBaNw,jj1UxRTBaNw_360000_370000,6,0,piano_guzheng,test,v2
jj1UxRTBaNw,jj1UxRTBaNw_393000_403000,6,33,piano_guzheng,test,v2
jj1UxRTBaNw,jj1UxRTBaNw_422000_432000,7,2,piano_guzheng,test,v2
jkaCysS7APs,jkaCysS7APs_108000_118000,1,48,woman_guitar,train,v2
JkGJDTKCFME,JkGJDTKCFME_131000_141000,2,11,guitar_man,train,v2
JKqxfu-9LmA,JKqxfu-9LmA_216000_226000,3,36,guitar_man,train,v2
jKuia9_E7O4,jKuia9_E7O4_2000_12000,0,2,accordion_guitar_violin,train,v2
JlMeXmoMEEM,JlMeXmoMEEM_35000_45000,0,35,flute_ukulele,train,v2
jME9QyhHS_0,jME9QyhHS_0_35000_45000,0,35,woman_baby,train,v2
jME9QyhHS_0,jME9QyhHS_0_50000_60000,0,50,woman_baby,train,v2
jME9QyhHS_0,jME9QyhHS_0_70000_80000,1,10,woman_baby,train,v2
jME9QyhHS_0,jME9QyhHS_0_110000_120000,1,50,woman_baby,train,v2
jME9QyhHS_0_0,jME9QyhHS_0_0,0,0,baby_woman,train,v1m
jME9QyhHS_0_1,jME9QyhHS_0_1,0,0,woman_baby,train,v1m
jNIo5z5uQ5U,jNIo5z5uQ5U_66000_76000,1,6,drum_marimba,train,v2
JOhCa42WGLE,JOhCa42WGLE_131000_141000,2,11,tabla_sitar,train,v2
JOhCa42WGLE,JOhCa42WGLE_224000_234000,3,44,tabla_sitar,train,v2
jonjkrfmdv4,jonjkrfmdv4_9000_19000,0,9,girl_boy,train,v2
jonjkrfmdv4,jonjkrfmdv4_70000_80000,1,10,girl_boy,train,v2
JOsUmqgasDY,JOsUmqgasDY_1000_11000,0,1,tuba_trombone,train,v2
jqXFeCgUJ8g,jqXFeCgUJ8g_60000_70000,1,0,guitar_man,train,v2
jr8wChLbGj4,jr8wChLbGj4_0_10000,0,0,woman_elephant,train,v2
JrpAtKkqQ_A,JrpAtKkqQ_A_0_10000,0,0,piano_guitar,val,v2
JrpAtKkqQ_A,JrpAtKkqQ_A_12000_22000,0,12,piano_guitar_man,val,v2
JrpAtKkqQ_A,JrpAtKkqQ_A_50000_60000,0,50,piano_guitar_man,val,v2
JrpAtKkqQ_A,JrpAtKkqQ_A_143000_153000,2,23,piano_guitar,val,v2
JRPkgBeYJE4,JRPkgBeYJE4_30000_40000,0,30,drum_piano_erhu,train,v2
JRPkgBeYJE4,JRPkgBeYJE4_95000_105000,1,35,piano_drum_guitar_erhu,train,v2
JrY6iyx2bCE,JrY6iyx2bCE_58000_68000,0,58,drum_marimba,train,v2
JS1Y2uzyMJo,JS1Y2uzyMJo_120000_130000,2,0,woman_ukulele,val,v2
jU7WoRG6S1o,jU7WoRG6S1o_90000_100000,1,30,woman_guitar,train,v2
Jv2KuP0hdFU,Jv2KuP0hdFU_6000_16000,0,6,girl_boy,train,v2
Jv2KuP0hdFU,Jv2KuP0hdFU_60000_70000,1,0,guitar_boy,train,v2
JWXUVRkS-mY,JWXUVRkS-mY_320000_330000,5,20,girl_man,train,v2
JXZc1sEocvM,JXZc1sEocvM_77000_87000,1,17,accordion_man,train,v2
k-YLULKJaO8,k-YLULKJaO8_10000_20000,0,10,man_ukulele,train,v2
K12gmeUgd68_0,K12gmeUgd68_0,0,0,guitar_piano,train,v1m
k35blcO8Z7k,k35blcO8Z7k_90000_100000,1,30,woman_baby,val,v2
k35blcO8Z7k,k35blcO8Z7k_147000_157000,2,27,woman_baby,val,v2
k6nUVKGUo3w,k6nUVKGUo3w_733000_743000,12,13,axe_man,train,v2
Kd42SbTQv2U_11,Kd42SbTQv2U_11,0,0,man_dog,test,v1m
Kd42SbTQv2U_15,Kd42SbTQv2U_15,0,0,man_dog,train,v1m
Kd42SbTQv2U_6,Kd42SbTQv2U_6,0,0,woman_dog,train,v1m
kDEIFXV2A94,kDEIFXV2A94_30000_40000,0,30,harp_sorna,val,v2
KDIqNJtSK8Q,KDIqNJtSK8Q_5000_15000,0,5,harmonica_guitar,train,v2
KDIqNJtSK8Q,KDIqNJtSK8Q_38000_48000,0,38,harmonica_guitar,train,v2
kEmfUWcP-U0,kEmfUWcP-U0_15000_25000,0,15,cello_violin,train,v2
kEmfUWcP-U0,kEmfUWcP-U0_60000_70000,1,0,cello_violin,train,v2
kEmfUWcP-U0,kEmfUWcP-U0_110000_120000,1,50,cello_violin,train,v2
Kg6qVxy_mNI,Kg6qVxy_mNI_120000_130000,2,0,woman_guitar,test,v2
kiC159weN4o,kiC159weN4o_8000_18000,0,8,flute_guitar,train,v2
kiC159weN4o,kiC159weN4o_50000_60000,0,50,flute_guitar,train,v2
klamQfYe1Gk,klamQfYe1Gk_65000_75000,1,5,guitar_man,test,v2
KlGA4xlXjHg,KlGA4xlXjHg_140000_150000,2,20,girl_woman,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_180000_190000,3,0,woman_girl,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_200000_210000,3,20,woman_girl,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_225000_235000,3,45,girl_woman,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_280000_290000,4,40,woman_girl,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_320000_330000,5,20,woman_man,train,v2
KlGA4xlXjHg,KlGA4xlXjHg_540000_550000,9,0,woman_girl,train,v2
kmjacEoO75U,kmjacEoO75U_25000_35000,0,25,dog_hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_96000_106000,1,36,dog_hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_107000_117000,1,47,cat_hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_121000_131000,2,1,dog_hair-dryer,train,v2
kmjacEoO75U,kmjacEoO75U_132000_142000,2,12,cat_hair-dryer,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_0_10000,0,0,truck_car,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_14000_24000,0,14,truck_car,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_50000_60000,0,50,truck_car,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_215000_225000,3,35,truck_car,train,v2
kmZcOCGxb2Y,kmZcOCGxb2Y_687000_697000,11,27,truck_car,train,v2
kNVFsDnePrM,kNVFsDnePrM_30000_40000,0,30,woman_ukulele,train,v2
KO_dPtEZXnE,KO_dPtEZXnE_60000_70000,1,0,guitar_man,train,v2
kOLHBZTl9fQ_0,kOLHBZTl9fQ_0,0,0,piano_tabla,train,v1m
Kot-gIKy4Qk_1,Kot-gIKy4Qk_1,0,0,man_guitar_violin,val,v1m
KoyBXamGEYk,KoyBXamGEYk_10000_20000,0,10,guitar_man,train,v2
KoyBXamGEYk,KoyBXamGEYk_255000_265000,4,15,guitar_man,train,v2
kQrvjatJfZ0,kQrvjatJfZ0_15000_25000,0,15,cello_guitar,train,v2
kQrvjatJfZ0,kQrvjatJfZ0_30000_40000,0,30,woman_guitar_cello,train,v2
KRP_Vv_hPgg,KRP_Vv_hPgg_10000_20000,0,10,tuba_trumpet_trombone,train,v2
KslOilg-qeQ,KslOilg-qeQ_10000_20000,0,10,piano_violin,train,v2
kt1gVqiUSeA,kt1gVqiUSeA_60000_70000,1,0,guitar_man,train,v2
KuJtjf_QcD4,KuJtjf_QcD4_0_10000,0,0,tabla_sitar,train,v2
kXiXkk3ELxk,kXiXkk3ELxk_18000_28000,0,18,accordion_guitar_violin,train,v2
kXiXkk3ELxk,kXiXkk3ELxk_118000_128000,1,58,accordion_guitar,train,v2
kYezugbS88c,kYezugbS88c_15000_25000,0,15,girl_guitar,train,v2
kYezugbS88c,kYezugbS88c_60000_70000,1,0,girl_guitar,train,v2
kYezugbS88c,kYezugbS88c_120000_130000,2,0,girl_guitar,train,v2
kYWlwgROPP0,kYWlwgROPP0_23000_33000,0,23,trumpet_violin,train,v2
kYWlwgROPP0,kYWlwgROPP0_35000_45000,0,35,trumpet_violin,train,v2
kYWlwgROPP0,kYWlwgROPP0_53000_63000,0,53,cello_trumpet_violin,train,v2
kYWlwgROPP0,kYWlwgROPP0_98000_108000,1,38,trumpet_violin,train,v2
KzAWRxjQ8JE,KzAWRxjQ8JE_37000_47000,0,37,cello_erhu,train,v2
KzAWRxjQ8JE,KzAWRxjQ8JE_97000_107000,1,37,cello_erhu,train,v2
KzAWRxjQ8JE,KzAWRxjQ8JE_114000_124000,1,54,cello_erhu,train,v2
KzAWRxjQ8JE,KzAWRxjQ8JE_128000_138000,2,8,cello_erhu,train,v2
KzddFUM30sI,KzddFUM30sI_55000_65000,0,55,woman_boy,train,v2
KzddFUM30sI,KzddFUM30sI_110000_120000,1,50,woman_boy_girl,train,v2
KzddFUM30sI,KzddFUM30sI_145000_155000,2,25,woman_girl,train,v2
KzddFUM30sI,KzddFUM30sI_180000_190000,3,0,girl_woman,train,v2
KzddFUM30sI,KzddFUM30sI_210000_220000,3,30,woman_girl,train,v2
KzddFUM30sI,KzddFUM30sI_220000_230000,3,40,girl_boy_woman,train,v2
